norad_id,nome,tipo_objeto,pais,tamanho_rcs,periodo_min,inclinacao,apogeu_km,perigeu_km,altitude_km,velocidade_kms,risco_colisao,eh_detrito,idade_anos,data_lancamento,data_decaimento,alerta_ativo
539,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.70,66.91,272,247,266.76,7.749,13.0,1,,,,1
540,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.86,66.79,336,297,323.87,7.716,13.0,1,,,,1
541,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.87,67.22,1002,881,948.59,7.379,5.5,1,,,,0
542,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.12,68.07,300,261,287.47,7.737,13.0,1,,,,1
543,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.17,67.03,1055,949,1009.54,7.349,5.5,1,,,,0
544,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,106.18,66.87,1193,907,1056.72,7.326,5.5,1,,,,0
545,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.03,67.23,1108,883,1002.99,7.352,5.5,1,,,,0
546,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.59,67.14,269,240,261.34,7.752,13.0,1,,,,1
547,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.67,66.82,315,301,314.53,7.721,13.0,1,,,,1
548,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,97.56,66.67,705,579,649.07,7.535,8.0,1,,,,0
549,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,107.75,66.69,1285,960,1129.76,7.29,5.5,1,,,,0
550,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.87,66.99,334,300,324.36,7.716,13.0,1,,,,1
551,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.12,66.74,187,176,188.59,7.795,13.0,1,,,,1
552,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.88,67.74,966,825,902.01,7.403,5.5,1,,,,0
554,COSMOS 13,PAYLOAD,,,89.66,64.91,320,195,264.79,7.75,9.0,0,,,,0
555,SL-3 R/B,ROCKET BODY,,,88.25,64.85,188,188,195.04,7.791,9.0,0,,,,0
556,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.96,67.09,289,256,279.58,7.742,13.0,1,,,,1
557,THOR ABLESTAR DEB,DEBRIS,,,91.96,67.49,398,344,377.79,7.685,13.0,1,,,,1
558,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,111.93,65.70,1671,960,1322.51,7.198,5.5,1,,,,0
559,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,97.74,66.60,679,622,657.7,7.531,6.5,1,,,,0
560,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.93,67.16,1265,810,1045.05,7.331,5.5,1,,,,0
561,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,115.98,67.76,1996,1004,1506.99,7.113,5.5,1,,,,0
562,FTV 1660,PAYLOAD,,,88.73,75.40,231,193,218.82,7.777,9.0,0,,,,0
563,SL-6 R/B,ROCKET BODY,,,87.99,64.77,183,167,182.13,7.799,9.0,0,,,,0
564,EXPLORER 17 (S-6),PAYLOAD,,,87.86,57.64,186,151,175.68,7.803,9.0,0,,,,0
565,DELTA 1 R/B,ROCKET BODY,,,89.76,57.57,315,210,269.72,7.747,9.0,0,,,,0
567,COSMOS 14,PAYLOAD,,,88.30,48.89,190,190,197.52,7.79,9.0,0,,,,0
568,SL-7 R/B,ROCKET BODY,,,88.69,48.98,221,199,216.84,7.779,9.0,0,,,,0
569,COSMOS 15,PAYLOAD,,,89.64,64.93,348,165,263.8,7.751,9.0,0,,,,0
570,SL-3 R/B,ROCKET BODY,,,88.10,64.92,207,154,187.59,7.796,9.0,0,,,,0
571,COSMOS 16,PAYLOAD,,,90.22,64.98,380,191,292.39,7.734,9.0,0,,,,0
572,SL-3 R/B,ROCKET BODY,,,88.33,65.02,206,178,199.0,7.789,9.0,0,,,,0
576,MERCURY ATLAS 9,PAYLOAD,,,88.79,32.54,266,163,221.79,7.776,9.0,0,,,,0
577,ATLAS D R/B,ROCKET BODY,,,88.35,32.54,222,163,200.0,7.788,9.0,0,,,,0
578,FTV 1110,PAYLOAD,,,89.58,74.54,381,127,260.84,7.753,9.0,0,,,,0
579,ERS 5,PAYLOAD,,MEDIUM,89.33,84.23,266,216,248.5,7.76,9.0,0,,,,0
580,COSMOS 17,PAYLOAD,,,88.39,48.94,213,177,201.98,7.787,9.0,0,,,,0
581,SL-7 DEB,DEBRIS,,,94.09,48.99,699,250,481.61,7.627,13.0,1,,,,1
582,SL-7 DEB,DEBRIS,,,89.65,49.16,269,245,264.3,7.751,13.0,1,,,,1
583,SL-7 DEB,DEBRIS,,,94.33,49.07,715,257,493.25,7.62,13.0,1,,,,1
584,SL-7 DEB,DEBRIS,,,94.39,48.98,726,252,496.17,7.619,13.0,1,,,,1
585,SL-7 DEB,DEBRIS,,,95.62,49.32,775,323,555.69,7.586,13.0,1,,,,1
586,COSMOS 18,PAYLOAD,,,89.33,64.91,279,204,248.5,7.76,9.0,0,,,,0
587,SL-7 R/B,ROCKET BODY,,,88.28,64.95,189,189,196.52,7.791,9.0,0,,,,0
588,SL-7 R/B,ROCKET BODY,,,89.13,49.01,254,209,238.61,7.766,9.0,0,,,,0
590,THOR AGENA D,PAYLOAD,,,88.46,81.82,226,171,205.45,7.785,9.0,0,,,,0
591,VOSTOK 5,PAYLOAD,,,87.72,64.92,164,159,168.72,7.807,9.0,0,,,,0
592,SL-3 R/B,ROCKET BODY,,,87.44,64.85,178,118,154.8,7.815,9.0,0,,,,0
593,THOR AGENA D R/B,ROCKET BODY,,,89.07,69.90,304,153,235.65,7.767,9.0,0,,,,0
594,TRANSIT 5A3,PAYLOAD,,LARGE,87.64,89.78,168,147,164.74,7.809,9.0,0,,,,0
595,VOSTOK 6,PAYLOAD,,,88.04,64.92,192,163,184.62,7.798,9.0,0,,,,0
596,SL-3 R/B,ROCKET BODY,,,88.36,65.08,223,163,200.49,7.788,9.0,0,,,,0
597,SURCAL 1B,PAYLOAD,,,90.32,69.82,420,160,297.32,7.731,9.0,0,,,,0
598,FTV 1292,PAYLOAD,,,88.64,69.88,262,153,214.37,7.78,9.0,0,,,,0
599,SOLRAD 6,PAYLOAD,,,88.73,69.86,275,148,218.82,7.777,9.0,0,,,,0
600,RADOSE 112,PAYLOAD,,,89.23,69.89,324,150,243.56,7.763,9.0,0,,,,0
601,LOFTI 2A,PAYLOAD,,,88.47,69.86,245,153,205.94,7.785,9.0,0,,,,0
603,SCOUT X-3 R/B,ROCKET BODY,,MEDIUM,87.62,89.87,166,147,163.75,7.81,9.0,0,,,,0
604,TIROS 7,PAYLOAD,,LARGE,88.32,58.17,194,188,198.51,7.789,9.0,0,,,,0
605,DELTA 1 R/B,ROCKET BODY,,MEDIUM,88.73,58.14,222,201,218.82,7.777,9.0,0,,,,0
606,DELTA 1 DEB,DEBRIS,,MEDIUM,87.96,58.30,175,171,180.64,7.8,13.0,1,,,,1
607,DELTA 1 DEB,DEBRIS,,MEDIUM,88.43,58.04,200,194,203.96,7.786,13.0,1,,,,1
609,THOR AGENA D,PAYLOAD,,,88.18,81.59,204,165,191.56,7.793,9.0,0,,,,0
610,SCOUT X-3 DEB,DEBRIS,,MEDIUM,89.64,90.00,261,252,263.8,7.751,13.0,1,,,,1
611,SCOUT X-3 DEB,DEBRIS,,,89.84,89.69,276,257,273.67,7.745,13.0,1,,,,1
612,GRS,PAYLOAD,,LARGE,87.44,49.64,151,144,154.8,7.815,9.0,0,,,,0
613,THOR AGENA B,PAYLOAD,,,87.95,82.28,173,173,180.15,7.8,9.0,0,,,,0
614,HITCH HIKER 1,PAYLOAD,,MEDIUM,88.56,81.92,235,171,210.4,7.782,9.0,0,,,,0
615,THOR AGENA B DEB,DEBRIS,,,90.58,82.28,311,295,310.11,7.724,13.0,1,,,,1
616,THOR AGENA B DEB,DEBRIS,,,88.77,82.32,250,177,220.8,7.776,13.0,1,,,,1
617,THOR AGENA D DEB,DEBRIS,,,89.80,69.82,369,160,271.7,7.746,13.0,1,,,,1
618,ATLAS AGENA D,PAYLOAD,,,87.76,95.37,164,164,170.71,7.806,9.0,0,,,,0
619,ATLAS AGENA D DEB,DEBRIS,,,87.89,95.32,217,123,177.17,7.802,13.0,1,,,,1
620,ATLAS AGENA D R/B,ROCKET BODY,,,88.09,95.37,185,176,187.1,7.796,9.0,0,,,,0
621,THOR AGENA D,PAYLOAD,,,88.04,82.86,180,174,184.62,7.798,9.0,0,,,,0
623,THOR AGENA D DEB,DEBRIS,,MEDIUM,88.25,82.85,188,188,195.04,7.791,13.0,1,,,,1
624,DASH 2,PAYLOAD,,,92.54,84.31,529,269,406.14,7.669,9.0,0,,,,0
625,DELTA 1 R/B,ROCKET BODY,,LARGE,87.59,32.51,176,135,162.26,7.811,9.0,0,,,,0
627,THOR AGENA D DEB,DEBRIS,,,90.22,74.91,410,160,292.39,7.734,13.0,1,,,,1
632,COSMOS 19,PAYLOAD,,,88.69,49.00,217,202,216.84,7.779,9.0,0,,,,0
633,SL-7 R/B,ROCKET BODY,,,89.46,48.94,254,241,254.92,7.756,9.0,0,,,,0
637,THOR AGENA D,PAYLOAD,,,88.48,81.88,200,199,206.44,7.785,9.0,0,,,,0
638,0.1 SQ METER TARGET,PAYLOAD,,,88.89,81.85,226,213,226.74,7.773,9.0,0,,,,0
639,THOR AGENA D DEB,DEBRIS,,,90.71,81.90,323,296,316.5,7.72,13.0,1,,,,1
640,THOR AGENA D DEB,DEBRIS,,,90.25,81.89,296,278,293.87,7.733,13.0,1,,,,1
641,ATLAS AGENA D,PAYLOAD,,,89.02,94.37,278,174,233.18,7.769,9.0,0,,,,0
642,THOR AGENA D DEB,DEBRIS,,,88.79,74.99,281,149,221.79,7.776,13.0,1,,,,1
643,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,107.72,66.37,1360,882,1128.36,7.29,5.5,1,,,,0
644,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.78,67.10,1130,931,1038.05,7.335,5.5,1,,,,0
645,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,110.35,66.59,1553,933,1249.94,7.232,5.5,1,,,,0
646,THOR ABLESTAR DEB,DEBRIS,,,89.81,67.08,276,254,272.19,7.746,13.0,1,,,,1
647,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.47,66.62,207,190,205.94,7.785,13.0,1,,,,1
648,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.91,65.87,1189,886,1044.12,7.332,5.5,1,,,,0
649,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,113.81,66.26,1831,971,1408.42,7.158,5.5,1,,,,0
650,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.40,66.77,203,188,202.48,7.787,13.0,1,,,,1
651,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.58,66.81,261,246,260.84,7.753,13.0,1,,,,1
652,THOR ABLESTAR DEB,DEBRIS,,SMALL,101.51,66.70,881,779,837.3,7.436,5.5,1,,,,0
653,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.08,67.45,1114,882,1005.33,7.351,5.5,1,,,,0
654,THOR ABLESTAR DEB,DEBRIS,,,92.17,67.26,421,341,388.06,7.679,13.0,1,,,,1
655,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,109.96,67.26,1505,945,1231.97,7.241,5.5,1,,,,0
656,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,113.12,66.29,1874,866,1376.94,7.173,5.5,1,,,,0
657,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,109.77,66.25,1472,960,1223.21,7.245,5.5,1,,,,0
658,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,107.32,65.86,1371,834,1109.79,7.3,5.5,1,,,,0
659,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,113.67,67.16,1854,935,1402.04,7.161,5.5,1,,,,0
660,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,94.81,66.49,521,498,516.52,7.607,10.0,1,,,,1
661,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.06,66.88,285,269,284.51,7.739,13.0,1,,,,1
662,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.51,66.68,308,292,306.66,7.726,13.0,1,,,,1
663,ATLAS AGENA D DEB,DEBRIS,,,87.39,94.30,156,135,152.31,7.817,13.0,1,,,,1
664,ATLAS AGENA D DEB,DEBRIS,,,88.03,94.34,193,160,184.12,7.798,13.0,1,,,,1
667,ATLAS AGENA D DEB,DEBRIS,,,88.47,94.37,227,171,205.94,7.785,13.0,1,,,,1
668,THOR AGENA D,PAYLOAD,,,87.60,74.93,170,142,162.76,7.811,9.0,0,,,,0
669,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,106.97,89.97,1107,1066,1093.51,7.307,1.5,0,,,,0
670,TRANSIT 5B-1,PAYLOAD,,LARGE,107.09,89.96,1124,1059,1099.1,7.305,1.5,0,,,,0
671,RADIATION SAT (5E 1),PAYLOAD,,MEDIUM,107.05,89.96,1121,1059,1097.23,7.306,1.5,0,,,,0
672,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.19,89.98,1024,983,1010.47,7.348,5.5,1,,,,0
673,COSMOS 20,PAYLOAD,,,89.50,64.89,297,202,256.89,7.755,9.0,0,,,,0
676,SL-3 R/B,ROCKET BODY,,,88.64,64.87,231,184,214.37,7.78,9.0,0,,,,0
677,ATLAS AGENA D,PAYLOAD,,,88.61,99.08,292,120,212.88,7.781,9.0,0,,,,0
678,ATLAS AGENA D R/B,ROCKET BODY,,,88.43,99.08,277,117,203.96,7.786,9.0,0,,,,0
679,ATLAS AGENA D DEB,DEBRIS,,,88.17,99.08,252,117,191.07,7.794,13.0,1,,,,1
680,ATLAS AGENA D DEB,DEBRIS,,,88.35,99.08,270,117,200.0,7.788,13.0,1,,,,1
681,THOR AGENA D,PAYLOAD,,,88.37,89.87,196,191,200.99,7.788,9.0,0,,,,0
682,HITCH HIKER 2,PAYLOAD,,,87.91,89.94,178,164,178.16,7.801,9.0,0,,,,0
683,POLYOT 1,PAYLOAD,,LARGE,88.35,58.82,206,180,200.0,7.788,9.0,0,,,,0
684,SL-5 DEB,DEBRIS,,,89.67,58.58,274,242,265.28,7.75,13.0,1,,,,1
685,SL-5 R/B,ROCKET BODY,,,90.41,58.96,337,253,301.74,7.729,9.0,0,,,,0
686,SL-5 DEB,DEBRIS,,,90.53,59.79,347,255,307.65,7.725,13.0,1,,,,1
687,COSMOS 21,PAYLOAD,,,88.50,64.78,220,181,207.43,7.784,9.0,0,,,,0
688,SL-6 R/B,ROCKET BODY,,,88.36,65.08,205,182,200.49,7.788,9.0,0,,,,0
689,COSMOS 22,PAYLOAD,,,90.28,64.90,382,195,295.35,7.733,9.0,0,,,,0
690,SL-3 R/B,ROCKET BODY,,,88.39,64.83,223,167,201.98,7.787,9.0,0,,,,0
691,THOR AGENA D DEB,DEBRIS,,,90.35,89.91,311,272,298.79,7.731,13.0,1,,,,1
694,ATLAS CENTAUR 2 R/B,ROCKET BODY,,LARGE,101.95,30.35,1246,456,858.11,7.426,6.0,0,,,,0
695,THOR AGENA D,PAYLOAD,,,88.50,70.04,245,156,207.43,7.784,9.0,0,,,,0
696,ATLAS CENTAUR 2 DEB,DEBRIS,,LARGE,89.42,30.02,263,229,252.94,7.757,13.0,1,,,,1
697,ATLAS CENTAUR 2 DEB,DEBRIS,,MEDIUM,91.47,30.00,378,316,353.8,7.699,13.0,1,,,,1
698,ATLAS CENTAUR 2 DEB,DEBRIS,,MEDIUM,104.78,29.92,1373,595,991.28,7.358,8.0,1,,,,0
699,ATLAS CENTAUR 2 DEB,DEBRIS,,MEDIUM,89.94,30.41,285,258,278.6,7.742,13.0,1,,,,1
700,ATLAS CENTAUR 2 DEB,DEBRIS,,MEDIUM,107.45,30.48,1645,572,1115.83,7.297,8.0,1,,,,0
701,ATLAS CENTAUR 2 DEB,DEBRIS,,MEDIUM,104.10,30.01,1322,583,959.39,7.374,8.0,1,,,,0
703,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,106.67,89.93,1083,1061,1079.55,7.314,1.5,0,,,,0
704,TRANSIT 5B-2,PAYLOAD,,LARGE,106.89,89.92,1109,1057,1089.79,7.309,1.5,0,,,,0
705,TRANSIT 5E 3,PAYLOAD,,MEDIUM,106.85,89.93,1105,1057,1087.93,7.31,1.5,0,,,,0
706,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,106.15,89.92,1069,1027,1055.32,7.326,5.5,1,,,,0
707,COSMOS 23,PAYLOAD,,,89.12,48.94,259,203,238.12,7.766,9.0,0,,,,0
708,SL-7 R/B,ROCKET BODY,,,90.55,49.08,392,211,308.63,7.725,9.0,0,,,,0
710,SL-7 DEB,DEBRIS,,,91.39,48.96,455,231,349.88,7.701,13.0,1,,,,1
711,ATLAS AGENA D,PAYLOAD,,,88.47,97.90,272,126,205.94,7.785,9.0,0,,,,0
712,COSMOS 24,PAYLOAD,,,90.45,65.03,394,199,303.71,7.728,9.0,0,,,,0
713,SL-3 R/B,ROCKET BODY,,,88.73,65.01,246,178,218.82,7.777,9.0,0,,,,0
714,EXPLORER 19 (ADI-1),PAYLOAD,,LARGE,90.11,78.67,301,259,286.98,7.737,9.0,0,,,,0
715,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.68,89.91,999,960,986.6,7.36,5.5,1,,,,0
716,TIROS 8,PAYLOAD,,MEDIUM,97.75,58.49,662,640,658.18,7.53,2.5,0,,,,0
717,DELTA 1 R/B,ROCKET BODY,,MEDIUM,88.08,58.45,184,175,186.6,7.796,9.0,0,,,,0
718,THOR AGENA D,PAYLOAD,,,88.64,64.78,257,158,214.37,7.78,9.0,0,,,,0
719,HITCH HIKER 3,PAYLOAD,,,88.68,64.53,215,204,216.35,7.779,9.0,0,,,,0
720,DELTA 1 DEB,DEBRIS,,MEDIUM,99.27,58.47,802,645,730.86,7.492,6.5,1,,,,0
721,SCOUT X-4 R/B,ROCKET BODY,,MEDIUM,114.73,78.60,2295,592,1450.29,7.139,4.0,0,,,,0
722,SCOUT X-4 DEB,DEBRIS,,MEDIUM,91.07,78.37,359,294,334.18,7.71,13.0,1,,,,1
724,SCOUT X-4 DEB,DEBRIS,,MEDIUM,90.01,78.52,292,258,282.05,7.74,13.0,1,,,,1
726,SCOUT X-4 DEB,DEBRIS,,MEDIUM,88.55,78.46,213,193,209.91,7.783,13.0,1,,,,1
727,THOR AGENA D R/B,ROCKET BODY,,LARGE,103.17,69.91,917,900,915.67,7.396,1.5,0,,,,0
728,GGSE 1 (GGRS),PAYLOAD,,MEDIUM,103.02,69.91,911,892,908.61,7.4,1.5,0,,,,0
729,SECOR 1B,PAYLOAD,,MEDIUM,103.21,69.90,919,902,917.55,7.395,1.5,0,,,,0
730,SOLRAD 7A,PAYLOAD,,MEDIUM,103.15,69.91,916,899,914.73,7.397,1.5,0,,,,0
731,GREB,PAYLOAD,,MEDIUM,103.13,69.91,915,898,913.79,7.397,1.5,0,,,,0
732,SCOUT X-4 DEB,DEBRIS,,MEDIUM,102.27,78.55,1155,577,873.23,7.418,8.0,1,,,,0
733,THOR AGENA D R/B,ROCKET BODY,,LARGE,100.41,99.12,802,755,785.13,7.463,1.5,0,,,,0
734,OPS 3367 A,PAYLOAD,,MEDIUM,100.72,98.98,802,783,799.85,7.456,1.5,0,,,,0
735,OPS 3367 B,PAYLOAD,,MEDIUM,100.80,98.98,808,785,803.65,7.454,1.5,0,,,,0
736,DELTA 1 DEB,DEBRIS,,MEDIUM,88.20,58.46,191,180,192.56,7.793,13.0,1,,,,1
739,ATLAS CENTAUR 2 DEB,DEBRIS,,MEDIUM,103.95,30.43,1411,480,952.35,7.378,10.0,1,,,,1
740,ECHO 2 (A-12),PAYLOAD,,,94.48,81.40,522,465,500.53,7.616,6.0,0,,,,0
741,THOR AGENA B R/B,ROCKET BODY,,LARGE,108.78,81.49,1299,1041,1177.48,7.267,1.5,0,,,,0
742,ECHO 2 DEB (METAL OBJ),DEBRIS,,LARGE,108.57,81.47,1290,1032,1167.76,7.271,5.5,1,,,,0
743,ECHO 2 DEB (METAL OBJ),DEBRIS,,LARGE,108.53,81.52,1290,1027,1165.91,7.272,5.5,1,,,,0
744,SATURN 1 (R/B),ROCKET BODY,,,88.08,31.42,184,174,186.6,7.796,9.0,0,,,,0
745,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,106.23,89.98,1064,1039,1059.05,7.324,5.5,1,,,,0
748,ELEKTRON 2,PAYLOAD,,LARGE,100.49,56.70,1490,74,788.93,7.461,9.0,0,,,,0
749,THOR AGENA B DEB,DEBRIS,,,89.29,81.51,259,220,246.52,7.761,13.0,1,,,,1
750,ELEKTRON 1 DEB,DEBRIS,,MEDIUM,115.11,60.75,2548,373,1467.55,7.131,13.0,1,,,,1
752,OPS 3444,PAYLOAD,,,89.15,75.01,303,162,239.6,7.765,9.0,0,,,,0
753,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,106.28,89.92,1072,1036,1061.38,7.323,5.5,1,,,,0
754,OPS 2423,PAYLOAD,,,87.96,95.60,188,160,180.64,7.8,9.0,0,,,,0
757,COSMOS 25,PAYLOAD,,,88.65,49.03,216,200,214.86,7.78,9.0,0,,,,0
758,SL-7 R/B,ROCKET BODY,,,88.90,49.08,242,198,227.24,7.772,9.0,0,,,,0
759,OPS 3722,PAYLOAD,,,88.02,82.08,180,173,183.62,7.798,9.0,0,,,,0
760,OPS 3722 DEB,DEBRIS,,,90.00,82.02,281,268,281.56,7.741,13.0,1,,,,1
761,OPS 3722 DEB,DEBRIS,,,89.01,82.05,236,215,232.68,7.769,13.0,1,,,,1
762,SL-7 DEB,DEBRIS,,,91.12,49.05,394,265,336.63,7.709,13.0,1,,,,1
763,SL-7 DEB,DEBRIS,,,89.99,49.35,292,256,281.06,7.741,13.0,1,,,,1
764,OPS 3435,PAYLOAD,,,88.61,95.70,241,170,212.88,7.781,9.0,0,,,,0
766,COSMOS 26,PAYLOAD,,,87.72,48.96,180,143,168.72,7.807,9.0,0,,,,0
767,SL-7 R/B,ROCKET BODY,,,88.96,48.99,238,209,230.21,7.771,9.0,0,,,,0
768,SL-7 DEB,DEBRIS,,,90.65,48.90,365,247,313.55,7.722,13.0,1,,,,1
769,SL-7 DEB,DEBRIS,,,90.46,48.95,334,259,304.2,7.727,13.0,1,,,,1
770,SL-6 R/B,ROCKET BODY,,,88.28,64.75,221,158,196.52,7.791,9.0,0,,,,0
771,ARIEL 2 (UK-2),PAYLOAD,,,89.22,51.59,275,196,243.06,7.763,9.0,0,,,,0
772,COSMOS 27,PAYLOAD,,,88.56,64.80,209,198,210.4,7.782,9.0,0,,,,0
773,SL-6 DEB,DEBRIS,,,88.65,64.88,226,189,214.86,7.78,13.0,1,,,,1
774,SL-6 DEB,DEBRIS,,,88.70,64.81,232,188,217.34,7.778,13.0,1,,,,1
775,SCOUT X-3 R/B,ROCKET BODY,,,89.87,51.57,317,220,275.15,7.744,9.0,0,,,,0
776,SL-6 PLAT,DEBRIS,,,88.61,64.99,234,177,212.88,7.781,13.0,1,,,,1
778,SL-6 DEB,DEBRIS,,,88.73,64.85,233,191,218.82,7.777,13.0,1,,,,1
779,COSMOS 28,PAYLOAD,,,90.35,65.02,378,205,298.79,7.731,9.0,0,,,,0
780,SL-3 R/B,ROCKET BODY,,,88.80,65.03,241,189,222.29,7.775,9.0,0,,,,0
781,SL-3 DEB,DEBRIS,,,89.76,65.09,320,205,269.72,7.747,13.0,1,,,,1
782,GEMINI 1,PAYLOAD,,,87.60,32.54,174,138,162.76,7.811,9.0,0,,,,0
783,SL-5 R/B,ROCKET BODY,,,90.49,59.94,372,226,305.68,7.727,9.0,0,,,,0
784,POLYOT 2,PAYLOAD,,,87.89,58.02,170,170,177.17,7.802,9.0,0,,,,0
786,OPS 3743,PAYLOAD,,,89.43,103.77,363,130,253.44,7.757,9.0,0,,,,0
787,OPS 3743 DEB,DEBRIS,,,89.49,103.73,340,159,256.4,7.755,13.0,1,,,,1
788,OPS 3743 DEB,DEBRIS,,,89.10,103.61,302,157,237.13,7.767,13.0,1,,,,1
789,OPS 3743 DEB,DEBRIS,,,88.99,103.55,285,164,231.69,7.77,13.0,1,,,,1
790,OPS 3743 DEB,DEBRIS,,,88.63,103.41,294,119,213.87,7.78,13.0,1,,,,1
791,COSMOS 29,PAYLOAD,,,89.48,65.01,295,202,255.91,7.756,9.0,0,,,,0
792,SL-3 R/B,ROCKET BODY,,,88.24,65.03,194,181,194.54,7.792,9.0,0,,,,0
793,SL-3 DEB,DEBRIS,,,88.71,65.06,221,200,217.83,7.778,13.0,1,,,,1
794,SL-3 DEB,DEBRIS,,,89.38,64.98,283,205,250.97,7.758,13.0,1,,,,1
795,SL-3 DEB,DEBRIS,,,88.60,65.05,242,168,212.39,7.781,13.0,1,,,,1
796,OPS 2921,PAYLOAD,,,88.44,79.87,232,162,204.46,7.786,9.0,0,,,,0
797,COSMOS 30,PAYLOAD,,,90.20,64.88,365,203,291.41,7.735,9.0,0,,,,0
798,SL-3 R/B,ROCKET BODY,,,88.16,64.83,192,176,190.57,7.794,9.0,0,,,,0
799,OPS 3592,PAYLOAD,,,88.57,101.11,244,163,210.9,7.782,9.0,0,,,,0
800,APOLLO MODEL 1,PAYLOAD,,,88.14,31.77,189,176,189.58,7.795,9.0,0,,,,0
801,OPS 4412 (TRANSIT 9),PAYLOAD,,LARGE,101.62,90.45,871,799,842.5,7.434,1.5,0,,,,0
802,OPS 3483,PAYLOAD,,,88.42,79.92,259,133,203.47,7.786,9.0,0,,,,0
803,COSMOS 31,PAYLOAD,,,88.38,48.95,214,175,201.48,7.788,9.0,0,,,,0
804,SL-7 R/B,ROCKET BODY,,,88.00,48.95,194,158,182.63,7.799,9.0,0,,,,0
805,SCOUT X-4 DEB,DEBRIS,,MEDIUM,100.28,89.85,791,752,778.95,7.467,5.5,1,,,,0
806,SCOUT X-4 DEB,DEBRIS,,MEDIUM,88.60,90.75,221,190,212.39,7.781,13.0,1,,,,1
807,COSMOS 32,PAYLOAD,,,89.77,51.24,323,203,270.22,7.747,9.0,0,,,,0
808,SL-3 R/B,ROCKET BODY,,,88.08,51.23,179,179,186.6,7.796,9.0,0,,,,0
809,SCOUT X-4 R/B,ROCKET BODY,,MEDIUM,102.07,90.44,887,826,863.78,7.423,1.5,0,,,,0
810,SL-3 DEB,DEBRIS,,,89.04,51.22,258,196,234.16,7.768,13.0,1,,,,1
811,OPS 3236 (STARFLASH 1A),PAYLOAD,,,88.12,114.97,187,176,188.59,7.795,9.0,0,,,,0
812,OPS 4467 A,PAYLOAD,,MEDIUM,101.08,99.82,814,805,816.93,7.447,1.5,0,,,,0
813,OPS 4467 B,PAYLOAD,,MEDIUM,101.14,99.83,816,809,819.77,7.445,1.5,0,,,,0
814,OPS 3754,PAYLOAD,,,88.30,84.99,226,155,197.52,7.79,9.0,0,,,,0
815,THOR AGENA D R/B,ROCKET BODY,,LARGE,100.80,99.82,805,789,803.65,7.454,1.5,0,,,,0
816,COSMOS 33,PAYLOAD,,,89.27,65.03,268,209,245.53,7.762,9.0,0,,,,0
817,SL-3 R/B,ROCKET BODY,,,87.49,64.93,150,150,157.29,7.814,9.0,0,,,,0
818,SL-3 DEB,DEBRIS,,,88.98,65.10,263,185,231.2,7.77,13.0,1,,,,1
819,SL-3 DEB,DEBRIS,,,88.76,64.97,240,187,220.31,7.776,13.0,1,,,,1
820,OPS 3236 DEB,DEBRIS,,,89.06,114.95,246,211,235.15,7.768,13.0,1,,,,1
821,OPS 3754 DEB,DEBRIS,,,89.10,85.11,325,135,237.13,7.767,13.0,1,,,,1
